[LEXTOKEN] PACKAGE -> 'package' (line 1, pos 0)
[LEXTOKEN] DTYPE -> 'int' (line 22, pos 327)
[LEXTOKEN] ASSIGN -> '=' (line 22, pos 331)
[LEXTOKEN] NUMBER -> '0' (line 22, pos 333)
[LEXTOKEN] IDENTIFIER -> 'nombre' (line 23, pos 336)
[LEXTOKEN] COLON -> ':' (line 23, pos 343)
[LEXTOKEN] ASSIGN -> '=' (line 23, pos 344)
[LEXTOKEN] STRING -> '""' (line 23, pos 346)
[LEXTOKEN] VAR -> 'var' (line 24, pos 350)
[LEXTOKEN] IDENTIFIER -> 'notas' (line 24, pos 354)
[LEXTOKEN] LBRACKET -> '[' (line 24, pos 360)
[LEXTOKEN] NUMBER -> '3' (line 24, pos 361)
[LEXTOKEN] RBRACKET -> ']' (line 24, pos 362)
[LEXTOKEN] DTYPE -> 'int' (line 24, pos 363)
[LEXTOKEN] IDENTIFIER -> 'calificaciones' (line 25, pos 368)
[LEXTOKEN] COLON -> ':' (line 25, pos 383)
[LEXTOKEN] ASSIGN -> '=' (line 25, pos 384)
[LEXTOKEN] LBRACKET -> '[' (line 25, pos 386)
[LEXTOKEN] RBRACKET -> ']' (line 25, pos 387)
[LEXTOKEN] DTYPE -> 'float64' (line 25, pos 388)
[LEXTOKEN] LBRACE -> '{' (line 25, pos 395)
[LEXTOKEN] NUMBER -> '8' (line 25, pos 396)
[LEXTOKEN] DOT -> '.' (line 25, pos 397)
[LEXTOKEN] NUMBER -> '5' (line 25, pos 398)
[LEXTOKEN] COMMA -> ',' (line 25, pos 399)
[LEXTOKEN] NUMBER -> '9' (line 25, pos 401)
[LEXTOKEN] DOT -> '.' (line 25, pos 402)
[LEXTOKEN] NUMBER -> '2' (line 25, pos 403)
[LEXTOKEN] COMMA -> ',' (line 25, pos 404)
[LEXTOKEN] NUMBER -> '7' (line 25, pos 406)
[LEXTOKEN] DOT -> '.' (line 25, pos 407)
[LEXTOKEN] NUMBER -> '0' (line 25, pos 408)
[LEXTOKEN] RBRACE -> '}' (line 25, pos 409)
[LEXTOKEN] IDENTIFIER -> 'puntajes' (line 26, pos 412)
[LEXTOKEN] COLON -> ':' (line 26, pos 421)
[LEXTOKEN] ASSIGN -> '=' (line 26, pos 422)
[LEXTOKEN] MAP -> 'map' (line 26, pos 424)
[LEXTOKEN] LBRACKET -> '[' (line 26, pos 427)
[LEXTOKEN] DTYPE -> 'string' (line 26, pos 428)
[LEXTOKEN] RBRACKET -> ']' (line 26, pos 434)
[LEXTOKEN] DTYPE -> 'int' (line 26, pos 435)
[LEXTOKEN] LBRACE -> '{' (line 26, pos 438)
[LEXTOKEN] STRING -> '"Ana"' (line 26, pos 439)
[LEXTOKEN] COLON -> ':' (line 26, pos 444)
[LEXTOKEN] NUMBER -> '90' (line 26, pos 446)
[LEXTOKEN] COMMA -> ',' (line 26, pos 448)
[LEXTOKEN] STRING -> '"Luis"' (line 26, pos 450)
[LEXTOKEN] COLON -> ':' (line 26, pos 456)
[LEXTOKEN] NUMBER -> '85' (line 26, pos 458)
[LEXTOKEN] RBRACE -> '}' (line 26, pos 460)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 29, pos 485)
[LEXTOKEN] DOT -> '.' (line 29, pos 488)
[LEXTOKEN] IDENTIFIER -> 'Print' (line 29, pos 489)
[LEXTOKEN] LPAREN -> '(' (line 29, pos 494)
[LEXTOKEN] STRING -> '"Ingresa tu nombre: "' (line 29, pos 495)
[LEXTOKEN] RPAREN -> ')' (line 29, pos 516)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 30, pos 519)
[LEXTOKEN] DOT -> '.' (line 30, pos 522)
[LEXTOKEN] IDENTIFIER -> 'Scanln' (line 30, pos 523)
[LEXTOKEN] LPAREN -> '(' (line 30, pos 529)
[ERROR] Unexpected character '&' at line 30
[LEXTOKEN] IDENTIFIER -> 'nombre' (line 30, pos 531)
[LEXTOKEN] RPAREN -> ')' (line 30, pos 537)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 32, pos 541)
[LEXTOKEN] DOT -> '.' (line 32, pos 544)
[LEXTOKEN] IDENTIFIER -> 'Print' (line 32, pos 545)
[LEXTOKEN] LPAREN -> '(' (line 32, pos 550)
[LEXTOKEN] STRING -> '"Ingresa tu edad: "' (line 32, pos 551)
[LEXTOKEN] RPAREN -> ')' (line 32, pos 570)
[LEXTOKEN] VAR -> 'var' (line 33, pos 573)
[LEXTOKEN] IDENTIFIER -> 'edad' (line 33, pos 577)
[LEXTOKEN] DTYPE -> 'int' (line 33, pos 582)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 34, pos 587)
[LEXTOKEN] DOT -> '.' (line 34, pos 590)
[LEXTOKEN] IDENTIFIER -> 'Scanln' (line 34, pos 591)
[LEXTOKEN] LPAREN -> '(' (line 34, pos 597)
[ERROR] Unexpected character '&' at line 34
[LEXTOKEN] IDENTIFIER -> 'edad' (line 34, pos 599)
[LEXTOKEN] RPAREN -> ')' (line 34, pos 603)
[LEXTOKEN] IDENTIFIER -> 'p' (line 37, pos 625)
[LEXTOKEN] COLON -> ':' (line 37, pos 627)
[LEXTOKEN] ASSIGN -> '=' (line 37, pos 628)
[LEXTOKEN] IDENTIFIER -> 'Persona' (line 37, pos 630)
[LEXTOKEN] LBRACE -> '{' (line 37, pos 637)
[LEXTOKEN] IDENTIFIER -> 'nombre' (line 37, pos 638)
[LEXTOKEN] COLON -> ':' (line 37, pos 644)
[LEXTOKEN] IDENTIFIER -> 'nombre' (line 37, pos 646)
[LEXTOKEN] COMMA -> ',' (line 37, pos 652)
[LEXTOKEN] IDENTIFIER -> 'edad' (line 37, pos 654)
[LEXTOKEN] COLON -> ':' (line 37, pos 658)
[LEXTOKEN] IDENTIFIER -> 'edad' (line 37, pos 660)
[LEXTOKEN] RBRACE -> '}' (line 37, pos 664)
[LEXTOKEN] IDENTIFIER -> 'mensaje' (line 40, pos 690)
[LEXTOKEN] ASSIGN -> '=' (line 40, pos 698)
[LEXTOKEN] IDENTIFIER -> 'saludar' (line 40, pos 700)
[LEXTOKEN] LPAREN -> '(' (line 40, pos 707)
[LEXTOKEN] IDENTIFIER -> 'p' (line 40, pos 708)
[LEXTOKEN] RPAREN -> ')' (line 40, pos 709)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 41, pos 712)
[LEXTOKEN] DOT -> '.' (line 41, pos 715)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 41, pos 716)
[LEXTOKEN] LPAREN -> '(' (line 41, pos 723)
[LEXTOKEN] IDENTIFIER -> 'mensaje' (line 41, pos 724)
[LEXTOKEN] RPAREN -> ')' (line 41, pos 731)
[LEXTOKEN] IDENTIFIER -> 'total' (line 44, pos 760)
[LEXTOKEN] COLON -> ':' (line 44, pos 766)
[LEXTOKEN] ASSIGN -> '=' (line 44, pos 767)
[LEXTOKEN] LPAREN -> '(' (line 44, pos 769)
[LEXTOKEN] NUMBER -> '10' (line 44, pos 770)
[LEXTOKEN] PLUS -> '+' (line 44, pos 773)
[LEXTOKEN] NUMBER -> '5' (line 44, pos 775)
[LEXTOKEN] RPAREN -> ')' (line 44, pos 776)
[LEXTOKEN] TIMES -> '*' (line 44, pos 778)
[LEXTOKEN] NUMBER -> '2' (line 44, pos 780)
[LEXTOKEN] DIVIDE -> '/' (line 44, pos 782)
[LEXTOKEN] LPAREN -> '(' (line 44, pos 784)
[LEXTOKEN] NUMBER -> '3' (line 44, pos 785)
[LEXTOKEN] MINUS -> '-' (line 44, pos 787)
[LEXTOKEN] NUMBER -> '1' (line 44, pos 789)
[LEXTOKEN] RPAREN -> ')' (line 44, pos 790)
[LEXTOKEN] IF -> 'if' (line 47, pos 841)
[LEXTOKEN] IDENTIFIER -> 'total' (line 47, pos 844)
[LEXTOKEN] GT -> '>' (line 47, pos 850)
[LEXTOKEN] NUMBER -> '10' (line 47, pos 852)
[LEXTOKEN] AND -> '&&' (line 47, pos 855)
[LEXTOKEN] IDENTIFIER -> 'edad' (line 47, pos 858)
[LEXTOKEN] GE -> '>=' (line 47, pos 863)
[LEXTOKEN] NUMBER -> '18' (line 47, pos 866)
[LEXTOKEN] LBRACE -> '{' (line 47, pos 869)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 48, pos 873)
[LEXTOKEN] DOT -> '.' (line 48, pos 876)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 48, pos 877)
[LEXTOKEN] LPAREN -> '(' (line 48, pos 884)
[LEXTOKEN] STRING -> '"Total válido y edad suficiente."' (line 48, pos 885)
[LEXTOKEN] RPAREN -> ')' (line 48, pos 918)
[LEXTOKEN] RBRACE -> '}' (line 49, pos 921)
[LEXTOKEN] ELSE -> 'else' (line 49, pos 923)
[LEXTOKEN] LBRACE -> '{' (line 49, pos 928)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 50, pos 932)
[LEXTOKEN] DOT -> '.' (line 50, pos 935)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 50, pos 936)
[LEXTOKEN] LPAREN -> '(' (line 50, pos 943)
[LEXTOKEN] STRING -> '"Condición no cumplida."' (line 50, pos 944)
[LEXTOKEN] RPAREN -> ')' (line 50, pos 968)
[LEXTOKEN] RBRACE -> '}' (line 51, pos 971)
[LEXTOKEN] FOR -> 'for' (line 54, pos 989)
[LEXTOKEN] IDENTIFIER -> 'i' (line 54, pos 993)
[LEXTOKEN] COLON -> ':' (line 54, pos 995)
[LEXTOKEN] ASSIGN -> '=' (line 54, pos 996)
[LEXTOKEN] NUMBER -> '0' (line 54, pos 998)
[LEXTOKEN] SEMICOLON -> ';' (line 54, pos 999)
[LEXTOKEN] IDENTIFIER -> 'i' (line 54, pos 1001)
[LEXTOKEN] LT -> '<' (line 54, pos 1003)
[LEXTOKEN] NUMBER -> '3' (line 54, pos 1005)
[LEXTOKEN] SEMICOLON -> ';' (line 54, pos 1006)
[LEXTOKEN] IDENTIFIER -> 'i' (line 54, pos 1008)
[LEXTOKEN] PLUS -> '+' (line 54, pos 1009)
[LEXTOKEN] PLUS -> '+' (line 54, pos 1010)
[LEXTOKEN] LBRACE -> '{' (line 54, pos 1012)
[LEXTOKEN] IDENTIFIER -> 'notas' (line 55, pos 1016)
[LEXTOKEN] LBRACKET -> '[' (line 55, pos 1021)
[LEXTOKEN] IDENTIFIER -> 'i' (line 55, pos 1022)
[LEXTOKEN] RBRACKET -> ']' (line 55, pos 1023)
[LEXTOKEN] ASSIGN -> '=' (line 55, pos 1025)
[LEXTOKEN] IDENTIFIER -> 'i' (line 55, pos 1027)
[LEXTOKEN] TIMES -> '*' (line 55, pos 1029)
[LEXTOKEN] NUMBER -> '10' (line 55, pos 1031)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 56, pos 1036)
[LEXTOKEN] DOT -> '.' (line 56, pos 1039)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 56, pos 1040)
[LEXTOKEN] LPAREN -> '(' (line 56, pos 1047)
[LEXTOKEN] STRING -> '"Nota"' (line 56, pos 1048)
[LEXTOKEN] COMMA -> ',' (line 56, pos 1054)
[LEXTOKEN] IDENTIFIER -> 'i' (line 56, pos 1056)
[LEXTOKEN] COMMA -> ',' (line 56, pos 1057)
[LEXTOKEN] STRING -> '":"' (line 56, pos 1059)
[LEXTOKEN] COMMA -> ',' (line 56, pos 1062)
[LEXTOKEN] IDENTIFIER -> 'notas' (line 56, pos 1064)
[LEXTOKEN] LBRACKET -> '[' (line 56, pos 1069)
[LEXTOKEN] IDENTIFIER -> 'i' (line 56, pos 1070)
[LEXTOKEN] RBRACKET -> ']' (line 56, pos 1071)
[LEXTOKEN] RPAREN -> ')' (line 56, pos 1072)
[LEXTOKEN] RBRACE -> '}' (line 57, pos 1075)
[LEXTOKEN] SWITCH -> 'switch' (line 60, pos 1090)
[LEXTOKEN] IDENTIFIER -> 'edad' (line 60, pos 1097)
[LEXTOKEN] LBRACE -> '{' (line 60, pos 1102)
[LEXTOKEN] CASE -> 'case' (line 61, pos 1105)
[LEXTOKEN] NUMBER -> '18' (line 61, pos 1110)
[LEXTOKEN] COLON -> ':' (line 61, pos 1112)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 62, pos 1116)
[LEXTOKEN] DOT -> '.' (line 62, pos 1119)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 62, pos 1120)
[LEXTOKEN] LPAREN -> '(' (line 62, pos 1127)
[LEXTOKEN] STRING -> '"Tienes 18 años."' (line 62, pos 1128)
[LEXTOKEN] RPAREN -> ')' (line 62, pos 1145)
[LEXTOKEN] CASE -> 'case' (line 63, pos 1148)
[LEXTOKEN] NUMBER -> '21' (line 63, pos 1153)
[LEXTOKEN] COLON -> ':' (line 63, pos 1155)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 64, pos 1159)
[LEXTOKEN] DOT -> '.' (line 64, pos 1162)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 64, pos 1163)
[LEXTOKEN] LPAREN -> '(' (line 64, pos 1170)
[LEXTOKEN] STRING -> '"Tienes 21 años."' (line 64, pos 1171)
[LEXTOKEN] RPAREN -> ')' (line 64, pos 1188)
[LEXTOKEN] DEFAULT -> 'default' (line 65, pos 1191)
[LEXTOKEN] COLON -> ':' (line 65, pos 1198)
[LEXTOKEN] IDENTIFIER -> 'fmt' (line 66, pos 1202)
[LEXTOKEN] DOT -> '.' (line 66, pos 1205)
[LEXTOKEN] IDENTIFIER -> 'Println' (line 66, pos 1206)
[LEXTOKEN] LPAREN -> '(' (line 66, pos 1213)
[LEXTOKEN] STRING -> '"Edad no registrada específicamente."' (line 66, pos 1214)
[LEXTOKEN] RPAREN -> ')' (line 66, pos 1251)
[LEXTOKEN] RBRACE -> '}' (line 67, pos 1254)
[LEXTOKEN] RBRACE -> '}' (line 68, pos 1256)
